Fecha,Producto,Región,Ventas
2024-07-17,C,Centro,174
2024-07-24,A,Norte,273
2024-12-04,C,Oeste,462
2024-05-26,C,Centro,199
2024-09-27,D,Sur,238
2024-05-18,D,Oeste,92
2024-06-29,C,Sur,482
2024-01-30,C,Este,78
2024-02-26,C,Sur,411
2024-08-19,D,Oeste,169
2024-05-25,D,Este,386
2024-02-17,B,Oeste,80
2024-07-12,C,Oeste,230
2024-08-11,B,Este,211
2024-05-15,C,Sur,177
2024-01-22,D,Norte,304
2024-01-06,B,Norte,343
2024-07-22,B,Norte,490
2024-08-26,A,Norte,406
2024-07-03,C,Centro,437
2024-12-25,D,Norte,303
2024-10-18,A,Este,179
2024-11-30,A,Norte,61
2024-08-07,C,Oeste,84
2024-04-25,A,Norte,247
2024-11-08,C,Sur,297
2024-02-18,A,Este,159
2024-06-21,C,Este,377
2024-03-22,D,Centro,454
2024-11-17,C,Oeste,294
2024-11-28,C,Este,299
2024-02-14,B,Sur,415
2024-11-30,D,Norte,366
2024-01-20,D,Este,212
2024-08-08,D,Sur,97
2024-05-02,A,Norte,448
2024-08-21,B,Centro,120
2024-08-08,D,Este,448
2024-11-18,A,Este,183
2024-12-04,A,Sur,288
2024-01-03,A,Oeste,117
2024-06-30,B,Centro,327
2024-07-24,A,Oeste,81
2024-11-15,B,Este,172
2024-02-09,C,Oeste,71
2024-02-28,A,Norte,204
2024-03-02,D,Centro,159
2024-05-11,A,Oeste,320
2024-02-29,C,Norte,429
2024-11-26,C,Sur,349
2024-05-01,A,Oeste,164
2024-04-16,C,Centro,269
2024-04-05,B,Norte,279
2024-12-12,B,Oeste,301
2024-08-22,A,Sur,298
2024-03-02,B,Oeste,58
2024-09-12,B,Norte,83
2024-02-18,D,Oeste,277
2024-12-13,A,Centro,122
2024-06-07,C,Este,448
2024-05-03,A,Norte,495
2024-11-12,B,Norte,350
2024-07-25,D,Norte,261
2024-02-17,A,Norte,121
2024-05-15,A,Oeste,107
2024-07-19,B,Centro,269
2024-09-06,B,Sur,420
2024-11-09,A,Centro,324
2024-12-22,B,Norte,298
2024-11-13,B,Oeste,65
2024-10-21,B,Oeste,124
2024-11-09,B,Norte,155
2024-07-27,B,Oeste,185
2024-12-20,D,Norte,466
2024-07-29,B,Centro,123
2024-07-10,C,Este,303
2024-02-13,A,Oeste,67
2024-01-29,D,Norte,468
2024-02-28,D,Norte,92
2024-03-11,B,Oeste,99
2024-04-01,A,Sur,52
2024-09-21,C,Norte,281
2024-08-07,B,Oeste,268
2024-08-02,A,Norte,108
2024-10-03,B,Sur,333
2024-03-04,B,Este,351
2024-12-11,B,Sur,113
2024-10-18,B,Centro,119
2024-09-01,B,Oeste,352
2024-03-02,B,Sur,191
2024-11-27,B,Este,440
2024-06-18,C,Norte,251
2024-09-25,D,Oeste,256
2024-09-23,C,Sur,464
2024-02-23,B,Este,270
2024-01-16,B,Sur,411
2024-01-08,C,Centro,295
2024-04-13,C,Oeste,130
2024-02-28,D,Norte,300
2024-11-08,C,Este,100
2024-02-09,D,Sur,334
2024-08-24,B,Oeste,418
2024-04-03,A,Sur,448
2024-08-09,A,Oeste,433
2024-07-22,A,Centro,395
2024-05-17,A,Sur,253
2024-10-26,B,Centro,74
2024-07-25,A,Este,494
2024-12-01,C,Centro,90
2024-03-21,C,Oeste,118
2024-08-05,A,Este,53
2024-01-02,C,Sur,289
2024-06-26,D,Sur,410
2024-12-11,B,Oeste,490
2024-10-05,A,Norte,80
2024-05-25,A,Norte,436
2024-11-13,B,Sur,166
2024-08-11,C,Oeste,244
2024-03-02,B,Norte,139
2024-10-20,B,Centro,227
2024-08-26,C,Sur,194
2024-07-13,B,Centro,493
2024-06-14,C,Oeste,251
2024-08-09,C,Centro,371
2024-03-01,B,Norte,393
2024-05-08,D,Norte,252
2024-06-21,C,Este,73
2024-06-04,B,Sur,404
2024-04-19,C,Oeste,465
2024-09-25,D,Sur,154
2024-12-21,D,Centro,324
2024-10-04,A,Oeste,371
2024-03-14,C,Oeste,109
2024-07-25,C,Norte,420
2024-10-05,B,Centro,499
2024-11-21,C,Norte,64
2024-12-05,A,Norte,134
2024-12-22,D,Este,468
2024-12-05,D,Norte,246
2024-07-22,A,Sur,284
2024-06-09,C,Oeste,460
2024-01-28,C,Norte,393
2024-09-13,A,Sur,312
2024-06-13,B,Centro,55
2024-03-03,D,Oeste,430
2024-01-22,A,Centro,338
2024-03-10,A,Sur,107
2024-04-05,C,Centro,482
2024-06-11,D,Centro,194
2024-03-19,C,Centro,415
2024-01-05,A,Norte,91
2024-11-11,B,Norte,399
2024-04-29,D,Norte,249
2024-10-28,A,Oeste,473
2024-06-26,A,Sur,223
2024-06-24,B,Norte,434
2024-08-04,A,Centro,384
2024-02-25,A,Centro,144
2024-12-31,D,Centro,266
2024-07-05,D,Centro,160
2024-08-19,D,Este,402
2024-09-11,C,Oeste,229
2024-04-13,B,Sur,212
2024-03-17,D,Sur,168
2024-08-17,C,Norte,374
2024-09-14,C,Este,438
2024-09-20,B,Sur,277
2024-11-26,B,Oeste,194
2024-06-30,A,Centro,486
2024-09-12,C,Norte,357
2024-02-07,D,Oeste,191
2024-06-24,B,Sur,171
2024-01-27,C,Este,334
2024-10-02,D,Norte,441
2024-05-19,C,Sur,275
2024-10-25,B,Norte,409
2024-10-13,A,Sur,306
2024-03-31,C,Centro,334
2024-03-01,D,Este,469
2024-12-30,B,Centro,484
2024-12-12,A,Sur,214
2024-06-11,D,Oeste,270
2024-12-16,D,Centro,118
2024-05-22,D,Oeste,358
2024-09-09,C,Sur,273
2024-09-25,B,Este,173
2024-10-17,D,Oeste,485
2024-07-05,C,Sur,393
2024-10-30,B,Oeste,388
2024-10-17,B,Centro,61
2024-03-26,C,Sur,101
2024-06-14,C,Centro,178
2024-04-23,D,Norte,184
2024-12-21,B,Sur,194
2024-07-01,A,Oeste,176
2024-07-25,C,Norte,275
2024-09-12,B,Centro,476
2024-08-22,B,Centro,120
2024-12-20,D,Oeste,322
2024-01-03,A,Norte,236
2024-07-26,D,Este,52
2024-07-15,A,Oeste,334
2024-12-06,A,Centro,71
2024-05-04,C,Sur,215
2024-05-17,B,Norte,359
2024-12-04,B,Este,412
2024-01-25,B,Sur,483
2024-03-08,A,Norte,295
2024-03-01,B,Oeste,283
2024-01-29,C,Oeste,374
2024-01-19,A,Norte,207
2024-06-19,A,Este,200
2024-03-14,A,Norte,262
2024-03-01,A,Sur,425
2024-06-01,C,Sur,267
2024-10-02,B,Oeste,295
2024-02-17,C,Norte,352
2024-07-29,B,Oeste,454
2024-12-08,C,Este,325
2024-05-18,D,Sur,200
2024-04-19,D,Centro,245
2024-07-01,D,Centro,454
2024-01-28,D,Norte,70
2024-07-15,A,Norte,306
2024-07-09,A,Centro,448
2024-11-10,C,Norte,66
2024-02-20,C,Sur,100
2024-05-28,D,Este,496
2024-09-24,B,Este,319
2024-02-19,D,Oeste,364
2024-09-02,C,Sur,132
2024-04-22,D,Norte,355
2024-06-18,C,Norte,173
2024-06-14,D,Oeste,339
2024-01-14,B,Oeste,311
2024-07-21,D,Norte,414
2024-10-14,B,Norte,98
2024-07-07,B,Sur,55
2024-06-03,C,Oeste,166
2024-02-24,B,Sur,167
2024-06-30,A,Norte,312
2024-07-28,A,Centro,402
2024-03-15,A,Centro,484
2024-10-03,C,Norte,423
2024-05-12,A,Oeste,178
2024-12-08,C,Centro,446
2024-02-28,C,Oeste,220
2024-12-10,A,Centro,76
2024-06-30,B,Oeste,248
2024-12-04,D,Centro,421
2024-11-16,C,Oeste,436
2024-03-04,A,Sur,363
2024-11-22,C,Oeste,394
2024-09-16,B,Sur,146
2024-07-11,B,Sur,66
2024-05-22,A,Norte,222
2024-04-13,C,Sur,150
2024-08-01,D,Este,235
2024-08-29,D,Sur,233
2024-07-27,C,Oeste,487
2024-04-02,C,Sur,264
2024-05-21,C,Oeste,300
2024-04-21,A,Oeste,265
2024-02-28,B,Este,78
2024-02-12,D,Sur,151
2024-07-25,A,Sur,172
2024-09-24,C,Centro,103
2024-10-22,C,Centro,332
2024-04-27,B,Norte,151
2024-01-20,C,Oeste,166
2024-08-09,A,Este,153
2024-06-14,A,Centro,94
2024-05-10,B,Sur,163
2024-06-04,A,Norte,392
2024-07-02,D,Este,80
2024-03-30,A,Sur,213
2024-04-03,A,Sur,238
2024-01-13,A,Oeste,342
2024-11-17,D,Oeste,244
2024-10-19,C,Centro,341
2024-08-17,A,Centro,424
2024-11-17,B,Sur,310
2024-10-18,D,Sur,479
2024-01-26,B,Centro,256
2024-03-15,A,Centro,101
2024-12-29,B,Sur,98
2024-10-25,A,Este,55
2024-05-29,D,Sur,428
2024-05-27,B,Este,443
2024-01-08,B,Este,423
2024-01-29,A,Sur,273
2024-10-22,A,Norte,72
2024-07-27,C,Centro,194
2024-05-07,A,Oeste,159
2024-12-05,A,Sur,261
2024-04-25,C,Este,349
2024-05-23,A,Sur,90
2024-11-13,A,Centro,448
2024-08-22,C,Este,221
2024-01-07,D,Oeste,235
2024-02-14,D,Oeste,263
2024-08-26,A,Oeste,355
2024-06-03,A,Norte,101
2024-06-29,C,Este,119
2024-08-02,C,Este,245
2024-03-28,D,Norte,496
2024-09-12,B,Este,491
2024-03-13,A,Norte,200
2024-06-27,B,Sur,477
2024-07-30,B,Centro,158
2024-10-19,C,Oeste,167
2024-08-21,A,Norte,414
2024-08-26,A,Norte,144
2024-08-10,C,Norte,305
2024-04-28,B,Sur,93
2024-11-08,C,Norte,485
2024-09-20,D,Centro,116
2024-07-25,A,Centro,205
2024-04-04,D,Oeste,372
2024-08-09,C,Sur,255
2024-12-31,A,Centro,323
2024-10-02,D,Este,204
2024-08-18,D,Este,228
2024-11-04,B,Este,109
2024-04-28,A,Norte,123
2024-09-24,D,Norte,98
2024-09-29,D,Este,320
2024-03-04,B,Oeste,122
2024-10-24,D,Oeste,245
2024-12-15,D,Norte,448
2024-01-11,D,Este,228
2024-04-07,B,Oeste,97
2024-03-11,D,Norte,121
2024-12-29,D,Este,162
2024-02-27,A,Sur,294
2024-10-16,A,Este,434
2024-09-07,B,Este,440
2024-10-02,C,Centro,358
2024-02-19,A,Centro,208
2024-12-23,B,Sur,323
2024-08-03,D,Sur,317
2024-02-21,D,Este,353
